Asset_Identifier,Asset_Popularity_With_Funds,Asset_Risk_Type,Asset_Marketing_Proportion_Index,Asset_Category,Asset_Type,Asset_Type_ID,Asset_Price,Office_Establishment_Year,Office_Scale,Office_Location_Type,Office_Type,Office_Year,Office_Identifier,Office_ID,Asset_Office_Sales
NCE07,8.18,0,0.013130031,9,Private Equity,2,142.6154,1997,2,0,1,16,OFF046,8,709.077
FDR10,17.6,0,0.010096684,13,Bonds,1,160.4552,2007,2,1,1,6,OFF017,2,2599.2832
FDO12,15.75,0,0.055015935,0,Bonds,1,194.3452,1999,1,0,1,14,OFF049,9,2740.4328
FDC17,12.15,0,0.015460726,5,Bonds,1,211.8928,1997,2,0,1,16,OFF046,8,5890.9984
FDF34,9.3,1,0.02346559,13,Bonds,1,197.6084,1998,2,2,0,15,OFF010,0,595.2252
FDO22,13.5,1,0.017932223,13,Bonds,1,78.796,2009,1,2,2,4,OFF018,3,239.688
FDT52,9.695,1,0.047420609,5,Bonds,1,246.0144,2004,2,1,1,9,OFF035,6,4165.2448
FDR24,17.35,1,0.062547321,0,Bonds,1,88.383,1985,1,2,3,28,OFF027,5,2067.309
FDP08,20.5,1,0.112410046,6,Bonds,1,192.2478,1997,2,0,1,16,OFF046,8,3874.956
FDF39,14.85,1,0.019511288,4,Bonds,1,262.591,1997,2,0,1,16,OFF046,8,4996.829
NCQ06,13.0,0,0.041789718,9,Private Equity,2,256.1014,1987,0,2,1,26,OFF013,1,2550.014
FDR04,7.075,0,0.022548195,5,Bonds,1,95.7068,1987,0,2,1,26,OFF013,1,583.2408
FDQ32,17.85,1,0.046599684,6,Bonds,1,125.1388,2004,2,1,1,9,OFF035,6,1981.4208
DRD15,10.6,0,0.095064731,4,ETF,0,232.4642,1998,2,2,0,15,OFF010,0,697.0926
FDB02,9.695,1,0.029283081,3,Bonds,1,175.137,2009,1,2,2,4,OFF018,3,3705.177
NCS18,12.65,0,0.042383069,9,Private Equity,2,108.0938,2009,1,2,2,4,OFF018,3,1607.907
NCS30,5.945,0,0.155706798,9,Private Equity,2,127.9652,1998,2,2,0,15,OFF010,0,645.826
FDN15,17.5,0,0.016767995,10,Bonds,1,141.418,2002,2,1,1,11,OFF045,7,1957.452
NCL31,7.39,0,0.120961347,11,Private Equity,2,143.847,2007,2,1,1,6,OFF017,2,4866.998
FDV31,9.8,0,0.178622919,6,Bonds,1,177.937,1998,2,2,0,15,OFF010,0,176.437
FDF38,11.8,1,0.02633607,3,Bonds,1,40.6138,1987,0,2,1,26,OFF013,1,406.138
DRK59,8.895,0,0.126287542,7,ETF,0,235.5616,1998,2,2,0,15,OFF010,0,468.7232
DRJ24,11.8,0,0.11350542,14,ETF,0,186.8924,1999,1,0,1,14,OFF049,9,2961.4784
FDW51,6.155,1,0.094201477,10,Bonds,1,213.356,1985,1,2,3,28,OFF027,5,6817.792
FDN49,17.25,1,0.125224466,2,Bonds,1,41.248,1997,2,0,1,16,OFF046,8,679.116
FDE20,11.35,1,0.005561798,6,Bonds,1,168.379,2007,2,1,1,6,OFF017,2,3225.801
FDV38,19.25,0,0.101980245,4,Bonds,1,54.3956,2002,2,1,1,11,OFF045,7,873.5296
FDH60,19.7,1,0.081193712,0,Bonds,1,198.411,2007,2,1,1,6,OFF017,2,2553.343
NCD55,14.0,0,0.024369007,9,Private Equity,2,40.2454,1999,1,0,1,14,OFF049,9,922.7988
FDU13,8.355,0,0.188619537,3,Bonds,1,146.4418,2007,2,1,1,6,OFF017,2,3089.9778
FDZ07,15.1,1,0.094037291,6,Bonds,1,62.3194,1999,1,0,1,14,OFF049,9,495.3552
FDY13,12.1,0,0.030188505,3,Bonds,1,77.367,2002,2,1,1,11,OFF045,7,612.536
FDP56,8.185,0,0.046578409,6,Bonds,1,48.6692,2002,2,1,1,11,OFF045,7,1182.4608
DRA59,8.27,1,0.223985293,14,ETF,0,186.2924,1985,2,0,0,28,OFF019,4,555.2772
FDY40,15.5,1,0.085763562,5,Bonds,1,49.0692,1987,0,2,1,26,OFF013,1,295.6152
FDW40,14.0,1,0.105145451,5,Bonds,1,144.2812,1997,2,0,1,16,OFF046,8,4844.3608
NCW17,18.0,0,0.019382568,8,Private Equity,2,129.3994,2004,2,1,1,9,OFF035,6,3340.9844
DRN37,9.6,0,0.109442065,14,ETF,0,166.5158,1999,1,0,1,14,OFF049,9,3509.4318
FDZ19,6.425,0,0.093002339,6,Bonds,1,177.7712,1985,1,2,3,28,OFF027,5,4921.5936
FDW34,9.6,0,0.035549527,13,Bonds,1,244.117,1987,0,2,1,26,OFF013,1,5346.374
FDC28,7.905,0,0.054720642,5,Bonds,1,107.8254,1985,1,2,3,28,OFF027,5,2387.5588
FDB29,16.7,1,0.052708138,5,Bonds,1,114.7176,2007,2,1,1,6,OFF017,2,2404.8696
FDE26,9.3,0,0.089144149,3,Bonds,1,144.9786,1999,1,0,1,14,OFF049,9,1011.3502
FDG45,8.1,0,0.128011859,6,Bonds,1,210.9902,2004,2,1,1,9,OFF035,6,6371.706
NCC18,19.1,0,0.178272728,9,Private Equity,2,172.4422,2007,2,1,1,6,OFF017,2,1551.9798
NCU54,8.88,0,0.099024124,9,Private Equity,2,208.527,2009,1,2,2,4,OFF018,3,3145.905
FDF26,6.825,1,0.046898544,3,Bonds,1,153.7998,2007,2,1,1,6,OFF017,2,922.7988
FDX52,11.5,1,0.041994624,5,Bonds,1,194.782,2004,2,1,1,9,OFF035,6,3475.476
FDR04,7.075,0,0.022694623,5,Bonds,1,98.8068,2007,2,1,1,6,OFF017,2,2527.3768
NCP06,20.7,0,0.039467795,9,Private Equity,2,151.7366,2007,2,1,1,6,OFF017,2,604.5464
FDN25,7.895,1,0.061270647,2,Bonds,1,56.7588,1999,1,0,1,14,OFF049,9,343.5528
NCH42,6.86,0,0.036686158,9,Private Equity,2,229.601,2009,1,2,2,4,OFF018,3,2526.711
FDO46,9.6,1,0.014200671,13,Bonds,1,187.1872,1987,0,2,1,26,OFF013,1,3214.4824
NCG54,12.1,0,0.079806266,9,Private Equity,2,172.1106,1997,2,0,1,16,OFF046,8,3422.212
FDU07,11.1,0,0.059797172,6,Bonds,1,151.8366,1987,0,2,1,26,OFF013,1,1057.9562
DRJ11,9.5,0,0.096636355,7,ETF,0,190.9872,2002,2,1,1,11,OFF045,7,3025.3952
FDH10,21.0,0,0.049381666,13,Bonds,1,193.0478,1999,1,0,1,14,OFF049,9,1549.9824
FDN56,5.46,1,0.107057186,6,Bonds,1,144.9786,1997,2,0,1,16,OFF046,8,2022.7004
FDY56,16.35,1,0.109274313,6,Bonds,1,225.3062,1985,2,0,0,28,OFF019,4,677.1186
NCQ53,17.6,0,0.018889593,8,Private Equity,2,236.259,1987,0,2,1,26,OFF013,1,4727.18
NCN54,20.35,0,0.021369722,9,Private Equity,2,75.8328,2002,2,1,1,11,OFF045,7,154.4656
NCC43,7.39,0,0.092927148,9,Private Equity,2,249.5066,1999,1,0,1,14,OFF049,9,4267.1122
FDB35,12.3,1,0.113139486,15,Bonds,1,92.9804,1985,2,0,0,28,OFF019,4,183.7608
FDX33,9.195,1,0.117387066,13,Bonds,1,160.2578,1987,0,2,1,26,OFF013,1,4492.8184
NCT06,17.1,0,0.038730229,9,Private Equity,2,166.2842,2004,2,1,1,9,OFF035,6,4807.7418
FDM50,13.0,1,0.030211742,3,Bonds,1,59.322,2009,1,2,2,4,OFF018,3,539.298
FDC37,15.5,0,0.032924463,0,Bonds,1,107.2938,1999,1,0,1,14,OFF049,9,2143.876
NCT54,8.695,0,0.120022543,9,Private Equity,2,94.8094,2009,1,2,2,4,OFF018,3,1428.141
FDG34,11.5,1,0.037388493,13,Bonds,1,107.8254,1985,1,2,3,28,OFF027,5,1410.8302
NCW54,7.5,0,0.096413261,9,Private Equity,2,55.3588,1997,2,0,1,16,OFF046,8,1030.6584
FDZ46,7.485,0,0.069405301,13,Bonds,1,112.1228,2009,1,2,2,4,OFF018,3,1105.228
NCK19,9.8,0,0.090649107,11,Private Equity,2,194.3478,2002,2,1,1,11,OFF045,7,4649.9472
NCQ05,11.395,0,0.021649904,8,Private Equity,2,150.8708,2002,2,1,1,11,OFF045,7,4363.6532
NCE54,20.7,0,0.02689477,9,Private Equity,2,76.7354,2004,2,1,1,9,OFF035,6,2482.7682
FDH17,16.2,1,0.016679232,5,Bonds,1,96.3726,1999,1,0,1,14,OFF049,9,2740.4328
FDB23,19.2,1,0.00978492,15,Bonds,1,225.9062,1985,2,0,0,28,OFF019,4,451.4124
DRL49,13.15,0,0.056429024,14,ETF,0,144.2812,1997,2,0,1,16,OFF046,8,1282.3308
FDT03,21.25,0,0.009998763,10,Bonds,1,182.3608,1997,2,0,1,16,OFF046,8,551.2824
FDW59,13.15,0,0.020757926,1,Bonds,1,84.3566,2002,2,1,1,11,OFF045,7,761.0094
NCB18,19.6,0,0.041374909,9,Private Equity,2,89.2514,2002,2,1,1,11,OFF045,7,1416.8224
FDI22,12.6,0,0.096756649,13,Bonds,1,208.7612,2007,2,1,1,6,OFF017,2,5226.53
FDZ50,12.8,1,0.079523619,4,Bonds,1,181.7608,2007,2,1,1,6,OFF017,2,4961.5416
FDS14,7.285,0,0.04998065,4,Bonds,1,155.1288,2007,2,1,1,6,OFF017,2,1414.1592
NCN19,13.1,0,0.012167988,11,Private Equity,2,190.253,2007,2,1,1,6,OFF017,2,4174.566
FDG46,8.63,1,0.032976399,13,Bonds,1,114.6518,2002,2,1,1,11,OFF045,7,2846.295
FDS04,10.195,1,0.147492524,5,Bonds,1,141.5838,2007,2,1,1,6,OFF017,2,1685.8056
FDM58,16.85,1,0.090571216,13,Bonds,1,110.0544,1999,1,0,1,14,OFF049,9,2572.6512
FDB60,9.3,0,0.028566433,0,Bonds,1,193.0136,1999,1,0,1,14,OFF049,9,4860.34
FDH28,15.85,1,0.110479217,5,Bonds,1,36.7506,2009,1,2,2,4,OFF018,3,531.3084
NCU53,5.485,0,0.042838514,8,Private Equity,2,163.7842,2002,2,1,1,11,OFF045,7,1657.842
FDL44,18.25,0,0.012264903,6,Bonds,1,162.8894,1987,0,2,1,26,OFF013,1,3397.5774
FDI22,12.6,0,0.096132367,13,Bonds,1,208.9612,1987,0,2,1,26,OFF013,1,4181.224
DRM37,15.35,0,0.168780127,14,ETF,0,197.8768,1985,2,0,0,28,OFF019,4,197.0768
FDX40,12.85,0,0.099193899,5,Bonds,1,38.1164,2002,2,1,1,11,OFF045,7,656.4788
DRG15,6.13,0,0.076721393,4,ETF,0,59.4536,2004,2,1,1,9,OFF035,6,2021.3688
FDV19,14.85,1,0.06173052,6,Bonds,1,159.1578,1985,2,0,0,28,OFF019,4,160.4578
DRF01,5.655,0,0.174934513,14,ETF,0,145.0102,1987,0,2,1,26,OFF013,1,1895.5326
NCV54,11.1,0,0.037239778,9,Private Equity,2,119.1124,1997,2,0,1,16,OFF046,8,1303.6364
FDO21,11.6,1,0.009802791,13,Bonds,1,223.0404,2009,1,2,2,4,OFF018,3,1125.202
FDA40,16.0,1,0.09942555,5,Bonds,1,87.0856,1999,1,0,1,14,OFF049,9,527.3136
FDE59,12.15,0,0.062384659,15,Bonds,1,34.6532,1999,1,0,1,14,OFF049,9,719.064
FDX47,6.55,1,0.034745307,1,Bonds,1,158.8288,2009,1,2,2,4,OFF018,3,4399.6064
FDW34,9.6,0,0.035579135,13,Bonds,1,244.417,1997,2,0,1,16,OFF046,8,1944.136
NCM30,19.1,0,0.067569539,9,Private Equity,2,43.0796,2009,1,2,2,4,OFF018,3,619.194
FDA02,14.0,1,0.029697925,4,Bonds,1,143.0786,1987,0,2,1,26,OFF013,1,3178.5292
FDV19,14.85,1,0.03525037,6,Bonds,1,160.9578,2004,2,1,1,9,OFF035,6,2246.4092
FDT48,4.92,0,0.045916788,0,Bonds,1,198.8084,1987,0,2,1,26,OFF013,1,2976.126
FDD09,13.5,0,0.021539999,6,Bonds,1,182.4976,2002,2,1,1,11,OFF045,7,1629.8784
FDZ25,15.7,1,0.027673055,3,Bonds,1,169.279,2002,2,1,1,11,OFF045,7,3735.138
NCE19,8.97,0,0.092997032,9,Private Equity,2,55.2956,2004,2,1,1,9,OFF035,6,873.5296
DRE25,15.35,0,0.073283193,14,ETF,0,91.812,1997,2,0,1,16,OFF046,8,1771.028
FDC14,14.5,1,0.041049322,3,Bonds,1,41.2454,1985,1,2,3,28,OFF027,5,1342.2528
FDO15,16.75,1,0.008525061,10,Bonds,1,72.5038,1985,1,2,3,28,OFF027,5,2512.7292
FDC46,17.7,0,0.117201696,13,Bonds,1,184.0266,2007,2,1,1,6,OFF017,2,2397.5458
NCX42,6.36,0,0.005977465,9,Private Equity,2,163.3526,2004,2,1,1,9,OFF035,6,2631.2416
FDK52,18.25,0,0.092617631,5,Bonds,1,225.3062,1985,1,2,3,28,OFF027,5,4288.4178
FDD04,16.0,0,0.157528118,4,Bonds,1,142.9154,1985,2,0,0,28,OFF019,4,141.8154
FDF12,8.235,0,0.082427854,0,Bonds,1,149.3076,1997,2,0,1,16,OFF046,8,2808.3444
NCL41,12.35,0,0.041802518,8,Private Equity,2,34.8216,1999,1,0,1,14,OFF049,9,311.5944
NCW41,18.0,0,0.015450376,8,Private Equity,2,158.9604,1997,2,0,1,16,OFF046,8,1584.604
FDO60,20.0,0,0.057527544,0,Bonds,1,43.1086,1998,2,2,0,15,OFF010,0,89.2172
FDZ55,6.055,0,0.025512207,6,Bonds,1,159.692,2009,1,2,2,4,OFF018,3,5592.72
FDZ59,6.63,1,0.174110803,0,Bonds,1,166.85,1998,2,2,0,15,OFF010,0,499.35
FDO24,11.1,0,0.175362333,0,Bonds,1,158.9604,1985,1,2,3,28,OFF027,5,4436.8912
FDW14,8.3,1,0.038367194,4,Bonds,1,87.1198,2009,1,2,2,4,OFF018,3,959.4178
FDD40,20.25,1,0.014781046,4,Bonds,1,193.8162,1987,0,2,1,26,OFF013,1,3463.4916
FDJ38,8.6,1,0.040268044,3,Bonds,1,191.453,1999,1,0,1,14,OFF049,9,1707.777
NCO54,19.5,0,0.014355033,9,Private Equity,2,55.4614,2007,2,1,1,6,OFF017,2,552.614
FDJ10,5.095,1,0.129766301,13,Bonds,1,141.6838,2002,2,1,1,11,OFF045,7,3231.1274
FDK27,11.0,0,0.008997141,10,Bonds,1,119.9756,2007,2,1,1,6,OFF017,2,1938.8096
FDR09,18.25,0,0.07784544,13,Bonds,1,260.5962,1999,1,0,1,14,OFF049,9,3884.943
FDO60,20.0,0,0.038228009,0,Bonds,1,43.4086,2009,1,2,2,4,OFF018,3,401.4774
FDX50,20.1,0,0.074265816,4,Bonds,1,109.5228,1985,1,2,3,28,OFF027,5,3757.7752
FDR44,6.11,1,0.102422487,6,Bonds,1,131.4968,1985,1,2,3,28,OFF027,5,1565.9616
FDD17,7.5,0,0.032811503,5,Bonds,1,239.6906,2007,2,1,1,6,OFF017,2,2614.5966
FDI60,7.22,1,0.038477325,0,Bonds,1,62.951,2009,1,2,2,4,OFF018,3,1138.518
FDH31,12.0,1,0.020411155,10,Bonds,1,98.6042,1997,2,0,1,16,OFF046,8,1091.2462
FDL50,12.15,1,0.042552418,3,Bonds,1,123.5046,2007,2,1,1,6,OFF017,2,1743.0644
FDO21,11.6,1,0.009818244,13,Bonds,1,223.1404,2007,2,1,1,6,OFF017,2,5175.9292
FDW12,8.315,1,0.035572183,0,Bonds,1,144.4444,1997,2,0,1,16,OFF046,8,2902.888
FDT15,12.15,1,0.04274788,10,Bonds,1,183.695,1999,1,0,1,14,OFF049,9,2929.52
FDV25,5.905,0,0.04572322,3,Bonds,1,222.1456,1999,1,0,1,14,OFF049,9,5747.1856
DRH13,8.575,0,0.023934398,14,ETF,0,105.828,2002,2,1,1,11,OFF045,7,958.752
FDG21,17.35,1,0.146527359,12,Bonds,1,147.905,1999,1,0,1,14,OFF049,9,2247.075
NCI55,18.6,0,0.012651172,9,Private Equity,2,123.1414,2004,2,1,1,9,OFF035,6,2314.9866
NCO06,19.25,0,0.107507291,9,Private Equity,2,34.8558,1985,1,2,3,28,OFF027,5,441.4254
FDR27,15.1,1,0.096295326,10,Bonds,1,133.4942,2002,2,1,1,11,OFF045,7,1457.4362
FDA22,7.435,0,0.084444379,15,Bonds,1,167.5158,1985,1,2,3,28,OFF027,5,4345.0108
FDS03,7.825,0,0.079613553,10,Bonds,1,65.0826,2004,2,1,1,9,OFF035,6,1162.4868
FDZ12,9.17,0,0.103398309,0,Bonds,1,143.947,2009,1,2,2,4,OFF018,3,2576.646
FDJ20,20.7,1,0.16767231,6,Bonds,1,124.2388,1998,2,2,0,15,OFF010,0,247.6776
FDV09,12.1,0,0.020551458,13,Bonds,1,146.6734,1987,0,2,1,26,OFF013,1,2227.101
FDW09,13.65,1,0.025961116,13,Bonds,1,80.4302,1999,1,0,1,14,OFF049,9,316.9208
FDS36,8.38,1,0.046960237,0,Bonds,1,111.857,1999,1,0,1,14,OFF049,9,2966.139
FDY19,19.75,0,0.041533438,6,Bonds,1,119.8466,2009,1,2,2,4,OFF018,3,2239.0854
DRC49,8.67,0,0.065436581,14,ETF,0,142.9128,1997,2,0,1,16,OFF046,8,2013.3792
FDN12,15.6,0,0.08126841,0,Bonds,1,110.2544,2002,2,1,1,11,OFF045,7,1789.6704
FDJ03,12.35,1,0.072689818,4,Bonds,1,48.7692,2009,1,2,2,4,OFF018,3,788.3072
FDC46,17.7,0,0.116723677,13,Bonds,1,182.4266,1999,1,0,1,14,OFF049,9,5163.9448
FDM02,12.5,1,0.074035423,3,Bonds,1,87.9198,2009,1,2,2,4,OFF018,3,1133.8574
FDV20,20.2,1,0.059751638,6,Bonds,1,129.1678,1987,0,2,1,26,OFF013,1,1017.3424
NCH07,13.15,0,0.092854963,9,Private Equity,2,158.7604,2002,2,1,1,11,OFF045,7,3010.7476
FDL28,10.0,1,0.063142295,5,Bonds,1,230.0668,1985,2,0,0,28,OFF019,4,691.1004
FDJ46,11.1,0,0.044606379,13,Bonds,1,174.2054,1985,1,2,3,28,OFF027,5,4377.635
FDQ34,10.85,0,0.162107603,13,Bonds,1,106.3622,1987,0,2,1,26,OFF013,1,2117.244
NCD42,16.5,0,0.012659407,8,Private Equity,2,37.3506,1985,1,2,3,28,OFF027,5,1024.6662
FDO34,17.7,0,0.030060895,13,Bonds,1,166.4816,2009,1,2,2,4,OFF018,3,2013.3792
FDX60,14.35,0,0.081050006,0,Bonds,1,79.196,2007,2,1,1,6,OFF017,2,1278.336
FDZ28,20.0,1,0.051783761,5,Bonds,1,125.8678,2007,2,1,1,6,OFF017,2,3433.5306
FDT36,12.3,0,0.126297863,0,Bonds,1,37.2874,1987,0,2,1,26,OFF013,1,705.748
FDL24,10.3,1,0.024998007,0,Bonds,1,174.4422,2009,1,2,2,4,OFF018,3,3448.844
FDJ58,15.6,1,0.105208448,13,Bonds,1,170.5764,1987,0,2,1,26,OFF013,1,4466.1864
FDY12,9.8,1,0.14118383,0,Bonds,1,50.5008,2009,1,2,2,4,OFF018,3,253.004
FDP58,11.1,0,0.135692831,13,Bonds,1,220.0482,2009,1,2,2,4,OFF018,3,2628.5784
FDC41,15.6,0,0.116347087,5,Bonds,1,76.867,1985,1,2,3,28,OFF027,5,2526.711
FDY07,11.8,0,0.12150063,6,Bonds,1,46.8402,1987,0,2,1,26,OFF013,1,413.4618
FDN08,7.72,1,0.088864488,6,Bonds,1,119.3466,2007,2,1,1,6,OFF017,2,3064.0116
FDJ53,10.5,0,0.070912843,5,Bonds,1,121.5098,1985,1,2,3,28,OFF027,5,2410.196
FDX04,19.6,1,0.041571557,5,Bonds,1,49.9376,1997,2,0,1,16,OFF046,8,623.1888
FDZ19,6.425,0,0.093454899,6,Bonds,1,175.3712,1997,2,0,1,16,OFF046,8,2988.1104
FDB45,20.85,0,0.021329793,6,Bonds,1,105.5306,1997,2,0,1,16,OFF046,8,940.7754
NCF54,18.0,0,0.079299474,9,Private Equity,2,170.5422,1998,2,2,0,15,OFF010,0,344.8844
FDX21,7.05,0,0.085138334,13,Bonds,1,108.6912,2002,2,1,1,11,OFF045,7,1310.2944
FDA50,16.25,0,0.087175137,4,Bonds,1,98.341,1997,2,0,1,16,OFF046,8,1351.574
DRH39,20.7,0,0.093214498,4,ETF,0,74.667,2007,2,1,1,6,OFF017,2,2143.876
FDA38,5.44,0,0.025458716,4,Bonds,1,241.2538,1987,0,2,1,26,OFF013,1,3124.5994
NCP30,20.5,0,0.032741422,9,Private Equity,2,40.4822,1987,0,2,1,26,OFF013,1,589.233
FDW19,12.35,1,0.038560279,6,Bonds,1,109.857,1999,1,0,1,14,OFF049,9,1208.427
FDF41,12.15,0,0.130544568,5,Bonds,1,248.046,1985,1,2,3,28,OFF027,5,7883.072
DRF23,4.61,0,0.122629121,7,ETF,0,175.4396,2004,2,1,1,9,OFF035,6,2616.594
NCP14,8.275,0,0.110913601,9,Private Equity,2,106.3306,2007,2,1,1,6,OFF017,2,1254.3672
FDK44,16.6,0,0.121635591,6,Bonds,1,175.4738,1985,1,2,3,28,OFF027,5,2954.1546
DRA59,8.27,1,0.128449055,14,ETF,0,186.5924,2009,1,2,2,4,OFF018,3,4442.2176
FDC28,7.905,0,0.055098434,5,Bonds,1,109.2254,2002,2,1,1,11,OFF045,7,976.7286
NCO53,16.2,0,0.175469888,8,Private Equity,2,182.1608,1999,1,0,1,14,OFF049,9,3123.9336
FDY55,16.75,0,0.081428119,6,Bonds,1,258.3988,1985,2,0,0,28,OFF019,4,256.9988
NCS54,13.6,0,0.010013429,9,Private Equity,2,176.437,2002,2,1,1,11,OFF045,7,4587.362
NCM07,9.395,0,0.040187877,11,Private Equity,2,85.6908,2007,2,1,1,6,OFF017,2,1593.9252
FDQ19,7.35,1,0.024044279,6,Bonds,1,241.0512,1998,2,2,0,15,OFF010,0,242.3512
FDS40,15.35,0,0.014007727,5,Bonds,1,38.319,1987,0,2,1,26,OFF013,1,292.952
FDC14,14.5,1,0.041214746,3,Bonds,1,42.0454,1987,0,2,1,26,OFF013,1,629.181
FDR12,12.6,1,0.031663212,0,Bonds,1,173.2764,2009,1,2,2,4,OFF018,3,1030.6584
FDM60,10.8,1,0.048233614,0,Bonds,1,39.3138,1987,0,2,1,26,OFF013,1,1015.345
FDG26,18.85,0,0.042716162,3,Bonds,1,257.833,1999,1,0,1,14,OFF049,9,3332.329
NCL55,12.15,0,0.06479182,11,Private Equity,2,254.004,2002,2,1,1,11,OFF045,7,2277.036
FDO21,11.6,1,0.009761175,13,Bonds,1,226.9404,2004,2,1,1,9,OFF035,6,1800.3232
NCG18,15.3,0,0.02295878,9,Private Equity,2,101.6332,1987,0,2,1,26,OFF013,1,1845.5976
FDA27,20.35,1,0.030927632,4,Bonds,1,256.8672,1997,2,0,1,16,OFF046,8,3579.3408
DRG03,14.5,0,0.103752817,4,ETF,0,155.1998,1998,2,2,0,15,OFF010,0,307.5996
FDC22,6.89,1,0.136428395,13,Bonds,1,193.982,1997,2,0,1,16,OFF046,8,1737.738
FDC21,14.6,1,0.071904258,6,Bonds,1,106.8254,1998,2,2,0,15,OFF010,0,108.5254
FDN50,16.85,1,0.026627857,3,Bonds,1,93.712,2009,1,2,2,4,OFF018,3,745.696
DRF27,8.93,0,0.028393624,4,ETF,0,153.434,1987,0,2,1,26,OFF013,1,1378.206
FDW57,8.31,1,0.116331694,13,Bonds,1,176.9028,2007,2,1,1,6,OFF017,2,3010.7476
FDM34,19.0,0,0.112893408,13,Bonds,1,131.0626,1998,2,2,0,15,OFF010,0,524.6504
FDZ39,19.7,1,0.017937483,10,Bonds,1,103.499,1985,1,2,3,28,OFF027,5,1547.985
FDU28,19.2,1,0.164438907,5,Bonds,1,188.4214,1985,2,0,0,28,OFF019,4,376.8428
FDQ27,5.19,1,0.044252621,10,Bonds,1,102.599,1997,2,0,1,16,OFF046,8,1651.184
FDQ52,17.0,0,0.120060274,5,Bonds,1,246.5434,2007,2,1,1,6,OFF017,2,4470.1812
FDT51,11.65,1,0.010909704,10,Bonds,1,110.8544,1987,0,2,1,26,OFF013,1,1677.816
NCI30,20.25,0,0.059055045,9,Private Equity,2,247.346,2002,2,1,1,11,OFF045,7,1970.768
NCX29,10.0,0,0.149223055,8,Private Equity,2,145.8102,1998,2,2,0,15,OFF010,0,874.8612
FDX38,10.5,1,0.084404264,4,Bonds,1,49.5376,1985,2,0,0,28,OFF019,4,143.8128
FDO08,11.1,1,0.054079556,6,Bonds,1,165.9526,2007,2,1,1,6,OFF017,2,2631.2416
FDM15,11.8,1,0.057655493,10,Bonds,1,152.6366,2009,1,2,2,4,OFF018,3,1662.5026
FDW22,9.695,1,0.030413777,13,Bonds,1,221.3114,2009,1,2,2,4,OFF018,3,2217.114
FDT08,13.65,0,0.049496899,6,Bonds,1,151.505,2007,2,1,1,6,OFF017,2,2846.295
FDS32,17.75,1,0.029653914,6,Bonds,1,140.5838,1997,2,0,1,16,OFF046,8,2669.1922
NCI06,11.3,0,0.047912071,9,Private Equity,2,179.866,2009,1,2,2,4,OFF018,3,1258.362
FDR21,19.7,0,0.066611321,13,Bonds,1,178.237,1985,1,2,3,28,OFF027,5,3705.177
FDD05,19.35,0,0.016611475,5,Bonds,1,122.0098,1997,2,0,1,16,OFF046,8,2651.2156
FDZ02,6.905,1,0.03822479,4,Bonds,1,99.8726,2002,2,1,1,11,OFF045,7,587.2356
FDH47,13.5,1,0.129016487,15,Bonds,1,98.4068,1999,1,0,1,14,OFF049,9,1846.9292
FDM58,16.85,1,0.080141165,13,Bonds,1,111.4544,2007,2,1,1,6,OFF017,2,2013.3792
FDG09,20.6,1,0.0480335,6,Bonds,1,188.2556,2002,2,1,1,11,OFF045,7,3755.112
FDO27,6.175,1,0.179355893,10,Bonds,1,94.1752,1999,1,0,1,14,OFF049,9,575.2512
FDI41,18.5,1,0.062510529,5,Bonds,1,146.8418,2009,1,2,2,4,OFF018,3,2059.9852
FDK34,13.35,0,0.038519399,13,Bonds,1,236.8564,2004,2,1,1,9,OFF035,6,5005.4844
NCX54,9.195,0,0.047827139,9,Private Equity,2,105.3622,1985,1,2,3,28,OFF027,5,3387.5904
FDL14,8.115,1,0.032208865,3,Bonds,1,154.9972,1999,1,0,1,14,OFF049,9,3739.1328
FDA13,15.85,0,0.078874948,3,Bonds,1,37.4506,2009,1,2,2,4,OFF018,3,303.6048
FDS11,7.05,1,0.097275777,1,Bonds,1,223.9088,1985,2,0,0,28,OFF019,4,223.7088
FDT43,16.35,0,0.020664178,6,Bonds,1,50.8324,2007,2,1,1,6,OFF017,2,1298.31
FDR07,21.35,0,0.078060605,6,Bonds,1,96.0094,2009,1,2,2,4,OFF018,3,380.8376
FDF41,12.15,0,0.131714183,5,Bonds,1,245.846,2009,1,2,2,4,OFF018,3,4434.228
DRM23,16.6,0,0.135944247,7,ETF,0,172.0422,1999,1,0,1,14,OFF049,9,2586.633
FDO52,11.6,1,0.077478931,5,Bonds,1,170.3106,2009,1,2,2,4,OFF018,3,4277.765
FDD10,20.6,1,0.046114018,13,Bonds,1,178.2344,2002,2,1,1,11,OFF045,7,1070.6064
FDN38,6.615,1,0.161030847,3,Bonds,1,251.2408,1985,2,0,0,28,OFF019,4,1001.3632
FDE17,20.1,1,0.054455495,5,Bonds,1,149.5366,1997,2,0,1,16,OFF046,8,2871.5954
FDZ03,13.65,1,0.092128759,4,Bonds,1,186.024,2009,1,2,2,4,OFF018,3,4287.752
FDD03,13.3,0,0.080257683,4,Bonds,1,232.63,2007,2,1,1,6,OFF017,2,1864.24
NCW18,15.1,0,0.059037538,9,Private Equity,2,237.7248,1985,1,2,3,28,OFF027,5,2607.2728
DRG36,14.15,0,0.094916347,14,ETF,0,172.3106,1985,1,2,3,28,OFF027,5,4277.765
